business_name,address,city,category,rating,review_text,review_length,review_words
"Highly Recommend! This Is A Great Purchase!  Who Knew A Hairdryer Could Make Such A Difference?<Br />1. Arrived On Time And In Good Condition.<Br />2. Very Affordable.<Br />3. This Seriously Makes My Hair 10X Softer, Smoother, And Shinier Than My Previous Hair Dryer.<Br /><Br />I Really Didn'T Believe There Was Much Difference Between Hairdryer Technologies - Or If There Was, I Though I'D Have To Shell Out Major Bucks.  Highly Recommend It.",nan,Bangalore,salon,5.0,"Highly recommend! This is a great purchase! Who knew a hairdryer could make such a difference?<br />1. Arrived on time and in good condition.<br />2. Very affordable.<br />3. This seriously makes my hair 10x softer, smoother, and shinier than my previous hair dryer.<br /><br />I really didn't believe there was much difference between hairdryer technologies - or if there was, I though I'd have to shell out major bucks. Highly recommend it.",442,72
They’Re Ok Ordered 6 Boxes Of 10. Opened One And Returned The Rest.<Br />They’Re Cute And Good Size But Their Quality Is Not The Best. Of The One Case That I Kept Some Were Not Broken But It Wouldn’T Close Nicely. Like It Overlapped Over.  Maybe I Just Got A Bad Batch.,nan,Bangalore,salon,1.0,They’re ok Ordered 6 boxes of 10. Opened one and returned the rest.<br />They’re cute and good size but their quality is not the best. Of the one case that I kept some were not broken but it wouldn’t close nicely. Like it overlapped over. Maybe I just got a bad batch.,268,52
"Great Headbands! Love The No Slip Grippers.  They Work Great With My Long, Wavy Hair.  Stays In Place All Day.",nan,Bangalore,salon,5.0,"Great headbands! Love the no slip grippers. They work great with my long, wavy hair. Stays in place all day.",108,20
Carol Baskin Costume Bought This Solely For Halloween Costume Carol Baskin. It Was A Cheap One Time Use Thing So I Didn'T Mind Wearing It For A Short While When The Price Was Great. However It Is Super Uncomfortable With The Metal Wire They Used So I Would Beware Of That But Overall Great For Short Term Use,nan,Ahmedabad,salon,4.0,Carol baskin costume Bought this solely for Halloween costume carol baskin. It was a cheap one time use thing so I didn't mind wearing it for a short while when the price was great. However it is super uncomfortable with the metal wire they used so I would beware of that but overall great for short term use,308,58
"Gentle Foam Removes Makeup Including Eueliner And Mascara This Is A Lovely Gentle Foam That Removed My Makeup And Prepared My Skin For A Good Night'S Sleep. It Comes In A Very Small Container, But A Little Bit Goes A Long Way.  It Feels Rich And Very Soothing And Is Made Of Many Botanical Ingedients. While The Directions Suggest That One Avoid Eyes, I Didn'T And Kept Them Tightly Shut While Washing My Face And Then Rinsing It Thoroughly.",nan,Bangalore,salon,5.0,"Gentle Foam Removes Makeup Including Eueliner and Mascara This is a lovely gentle foam that removed my makeup and prepared my skin for a good night's sleep. It comes in a very small container, but a little bit goes a long way. It feels rich and very soothing and is made of many botanical ingedients. WHile the directions suggest that one avoid eyes, I didn't and kept them tightly shut while washing my face and then rinsing it thoroughly.",440,79
"A Tad Messy I Would Not Buy This Again. I Have Used It Once And Knew That Was The First And Last Time I Would Use It. Too Big To Stay Within The Brow Cutout  Very Well , Lots Of Residual Powder Tends To Fall On The Face.",nan,Ahmedabad,salon,3.0,"A tad messy I would not buy this again. I have used it once and knew that was the first and last time I would use it. Too big to stay within the brow cutout very well , lots of residual powder tends to fall on the face.",219,48
"The Product Came Quickly And Was Easy To Put On I Bought For My Two Bar Stools.  I Did Not Read The Reviews Or Questions Thoroughly Enough To Realize That These Rings Would Keep The Chairs Stationary.  I'M Unable To Slide The Chairs Out, You Have To Pick Up And Move Them As The Rubber Creates Friction.  The Product Came Quickly And Was Easy To Put On, Hence The 5-Star Review.  I'Ve Since Requested A Return/ Refund As This Product Does Not Suit My Needs.  I'Ll Update This Review If Any Issues With Customer Service.",nan,Ahmedabad,salon,5.0,"The product came quickly and was easy to put on I bought for my two bar stools. I did not read the reviews or questions thoroughly enough to realize that these rings would keep the chairs stationary. I'm unable to slide the chairs out, you have to pick up and move them as the rubber creates friction. The product came quickly and was easy to put on, hence the 5-star review. I've since requested a return/ refund as this product does not suit my needs. I'll update this review if any issues with customer service.",514,95
"Not Sure These Were A Disappointment, They Made My Hair Crinkly, I Just Wanted Lyft, They Might Work For A Little Longer Hair Style, My Hair Is Short And Layered To My Collar. Also My Hair Is Very Thin And Very Fine.",nan,Ahmedabad,salon,3.0,"Not sure These were a disappointment, they made my hair crinkly, i just wanted Lyft, they might work for a little longer hair Style, my hair is short and layered to my collar. Also my hair is very thin and very fine.",216,42
"Great Dispenser, But Overpriced Product I Don'T Find The Dry Shampoo Powder Itself To Be Much Better Than Plain Cornstarch Or Arrowroot Flour, Especially As A Product For Blondes. But, The Squeeze Top Dispenser Is Excellent. I Would Not Repurchase This, But Plan To Reuse The Container For Diy Powder Dry Shampoo.<Br /><Br />Speaking As Someone With Black Hair Who Did Not Realize This Product Was For Blondes When Ordering, This Product Had More Of A White Cast Than Most Dry Shampoos But It Wasn'T A Huge Issue---It Largely Blended Away Once Worked In Thoroughly As Per Usual. Last I Checked, The Version For Brunettes Was More Expensive, Which Seems Ridiculous.",nan,Ahmedabad,salon,3.0,"Great dispenser, but overpriced product I don't find the dry shampoo powder itself to be much better than plain cornstarch or arrowroot flour, especially as a product for blondes. But, the squeeze top dispenser is excellent. I would not repurchase this, but plan to reuse the container for DIY powder dry shampoo.<br /><br />Speaking as someone with black hair who did not realize this product was for blondes when ordering, this product had more of a white cast than most dry shampoos but it wasn't a huge issue---it largely blended away once worked in thoroughly as per usual. Last I checked, the version for brunettes was more expensive, which seems ridiculous.",664,111
"Good Nail Drill, Not Cordless Though I Like This Nail Drill. It'S Basic, It'S Simple, Easy To Hold While Working. It Comes With A Cord, 11 Tips For Different Purposes And 50 Polishing Rings. There Is A Manual Which Describes Different Tips Which Is Helpful For Beginners. You Can Cut/Grind/Sculpt/Polish Your Nails And Even Cut The Cuticle. This Is Not The Most Powerful Device On The Market But It Does The Job. If You Are Looking For A Drill To Work Specifically On Acrylic Or Other Artificial Application Nails (Or Nail Removals) Please Consider Getting A More Powerful Devise. Please Note That This Is Not Portable Cordless Nail Drill And In Order For It To Work You'Ll Have To Use The Cord And Plug It In.",nan,Ahmedabad,salon,4.0,"Good nail drill, not cordless though I like this nail drill. It's basic, it's simple, easy to hold while working. It comes with a cord, 11 tips for different purposes and 50 polishing rings. There is a manual which describes different tips which is helpful for beginners. You can cut/grind/sculpt/polish your nails and even cut the cuticle. This is not the most powerful device on the market but it does the job. If you are looking for a drill to work specifically on acrylic or other artificial application nails (or nail removals) please consider getting a more powerful devise. Please note that this is not portable cordless nail drill and in order for it to work you'll have to use the cord and plug it in.",710,126
Very Pretty Eye Glass Holders And They Stay On The Glasses Very Pretty Eye Glass Holders And They Stay On The Glasses.  The Only Thing Is Sometimes The Rubber Holder Get Caught In My Hair.  Otherwise Great Product.,nan,Ahmedabad,salon,4.0,Very pretty eye glass holders and they stay on the glasses Very pretty eye glass holders and they stay on the glasses. The only thing is sometimes the rubber holder get caught in my hair. Otherwise great product.,212,38
Excellent Product This Stuff Is The Best! I'Ve Been Using It For Years Then Couldn'T Find It On The Shelves Anymore. Thank Goodness For Amazon. The 12 % Glycolic Acid This Product Contains Is Perfect For Exfoliating Your Skin And Not Burning It. It Makes The Skin Smooth And Younger Looking. Just Make Sure To Use A Good Moisturizer After It Dries Otherwise You'Ll Have Very Dry Looking Skin. It Really Works Well To Smooth Out Tiny Lines And Blemishes Too.,nan,Bangalore,salon,5.0,Excellent product This stuff is the best! I've been using it for years then couldn't find it on the shelves anymore. Thank goodness for Amazon. The 12 % glycolic acid this product contains is perfect for exfoliating your skin and not burning it. It makes the skin smooth and younger looking. Just make sure to use a good moisturizer after it dries otherwise you'll have very dry looking skin. It really works well to smooth out tiny lines and blemishes too.,457,81
Definitely Recommend I Have Very Sensitive Skin These Work Great Easy To Use And Smell Good I Would Definitely Recommend Them,nan,Bangalore,salon,5.0,Definitely recommend I have very sensitive skin these work great easy to use and smell good I would definitely recommend them,125,21
Match Description Well Loving My Hair It Took 9 Packs For It To Be Completely Full.,nan,Bangalore,salon,5.0,Match description well Loving my hair it took 9 packs for it to be completely full.,83,16
"Similar Masks, But All Are Delightful This Brand Of Mask Is Not Off The Chart Expensive, But It'S Always Helpful To Try Things Out Before Making The Big Investment.<Br />What A Terrific Way To Try The Various Masks That This Company Offers! The Quad Pack Includes Skin Resurrection For Rejuvenating, Chillax For Calming, Magic Mushroom For Moisturizing, And Glow And Go For Brightening.<Br />Perfect For A Pajama Parties With A Spa Theme!<Br />The Ingredients Are Similar In All Of Them. They All Contain Skin-Loving Aloe Vera As Well As Cucumber Extract, And Even Manuka Honey. And All Of Them Are Pleasantly Scented And Very Refreshing To Use.",nan,Bangalore,salon,5.0,"Similar Masks, but ALL are Delightful This brand of mask is not off the chart expensive, but it's always helpful to try things out before making the big investment.<br />What a terrific way to try the various masks that this company offers! The quad pack includes skin resurrection for rejuvenating, chillax for calming, magic mushroom for moisturizing, and glow and go for brightening.<br />Perfect for a pajama parties with a spa theme!<br />The ingredients are similar in all of them. They all contain skin-loving aloe vera as well as cucumber extract, and even manuka honey. And all of them are pleasantly scented and very refreshing to use.",645,107
